Fecha,EquipoLocalID,EquipoVisitID,GolesLocal,GolesVisit,Tiros Local,Tiros Visit,Tiros a puerta Local,Tiros a puerta Visit,Posesion Local,Posesion Visit,Pases Local,Pases Visit,Precision de pases Local,Precision de pases Visit,Faltas Local,Faltas Visit,Tarjetas amarillas Local,Tarjetas amarillas Visit,Tarjetas rojas Local,Tarjetas rojas Visit,Fueras de juego Local,Fueras de juego Visit,Saques de esquina Local,Saques de esquina Visit
12/4/24,LEGANES,ESPANYOL,0,0,10,13,3,1,0.43,0.57,354,459,0.79,0.86,19,11,4,2,0,0,3,1,3,0
13/4/24,GIJON,CARTAGENA,1,0,14,7,6,0,0.56,0.44,483,386,0.83,0.74,9,8,2,2,0,0,2,1,8,4
13/4/24,VALLADOLID,ELDENSE,1,0,19,10,5,2,0.64,0.36,505,297,0.8,0.64,4,12,2,2,0,0,0,4,7,4
13/4/24,LEVANTE,AMOREBIETA,1,2,25,9,9,3,0.52,0.48,537,513,0.85,0.82,7,11,0,1,0,0,3,1,5,0
14/4/24,OVIEDO,MIRANDES,1,1,16,14,4,5,0.71,0.29,497,198,0.83,0.68,8,20,0,3,0,0,0,0,7,9
14/4/24,ANDORRA,EIBAR,0,2,10,9,1,4,0.48,0.52,422,455,0.84,0.84,8,10,0,1,0,0,1,3,5,4
14/4/24,ALBACETE,TENERIFE,1,0,22,5,7,1,0.54,0.46,504,458,0.85,0.81,9,13,3,1,0,1,2,1,11,1
14/4/24,BURGOS,SANTANDER,2,1,15,5,6,3,0.41,0.59,295,437,0.75,0.8,10,15,4,2,0,0,2,1,10,2
14/4/24,ZARAGOZA,ELCHE,1,1,16,13,3,2,0.4,0.6,342,514,0.78,0.85,12,10,2,1,0,0,0,4,8,2
14/4/24,FERROL,HUESCA,2,1,10,3,2,2,0.64,0.36,,,,,15,16,1,1,0,0,2,4,5,3
15/4/24,ALCORCON,VILLARREALB,1,0,7,20,3,4,0.42,0.58,318,440,0.69,0.78,12,8,3,1,0,0,1,1,2,7
19/4/24,TENERIFE,LEGANES,0,0,3,8,0,3,0.58,0.42,439,337,0.84,0.76,18,15,3,0,0,0,5,1,6,2
20/4/24,AMOREBIETA,VALLADOLID,0,3,9,14,3,9,0.36,0.64,322,576,0.78,0.89,10,9,3,2,1,0,2,1,2,6
20/4/24,VILLARREALB,FERROL,1,0,12,15,5,3,0.45,0.55,418,498,0.76,0.78,14,7,3,1,0,0,2,1,3,4
20/4/24,SANTANDER,LEVANTE,0,0,21,17,7,5,0.49,0.51,425,431,0.84,0.79,11,17,1,0,0,0,2,3,3,3
20/4/24,ELCHE,GIJON,2,1,10,11,3,4,0.41,0.59,410,571,0.84,0.87,15,13,2,5,0,0,2,2,1,7
20/4/24,HUESCA,ZARAGOZA,1,2,6,8,3,4,0.62,0.38,,,,,14,17,3,2,1,1,1,3,8,3
21/4/24,ESPANYOL,ANDORRA,1,1,12,12,4,6,0.47,0.53,422,491,0.85,0.85,12,6,5,3,0,0,1,2,6,2
21/4/24,EIBAR,ALCORCON,2,0,16,14,5,3,0.71,0.29,653,257,0.87,0.62,14,11,1,3,0,1,0,0,5,5
21/4/24,ELDENSE,ALBACETE,0,1,12,8,4,2,0.54,0.46,414,368,0.77,0.71,17,8,2,1,0,0,0,1,8,3
21/4/24,MIRANDES,BURGOS,2,1,11,6,5,2,0.37,0.63,279,482,0.7,0.79,11,11,2,4,0,0,2,2,6,3
22/4/24,CARTAGENA,OVIEDO,2,0,20,9,8,2,0.49,0.51,403,408,0.83,0.86,13,18,2,2,0,1,3,1,5,2
26/4/24,ANDORRA,SANTANDER,1,1,23,17,8,4,0.48,0.52,426,459,0.84,0.85,11,11,1,3,0,0,5,4,9,5
27/4/24,BURGOS,AMOREBIETA,2,2,17,11,6,5,0.42,0.58,381,521,0.8,0.84,5,11,4,3,0,0,2,1,6,1
27/4/24,LEGANES,ZARAGOZA,1,1,3,17,2,4,0.39,0.61,307,493,0.73,0.85,14,18,2,2,0,0,1,2,5,3
27/4/24,ELCHE,ESPANYOL,2,2,10,9,3,4,0.59,0.41,492,353,0.85,0.78,12,22,2,4,0,0,2,1,6,4
28/4/24,GIJON,VILLARREALB,0,3,12,16,3,4,0.57,0.43,545,428,0.85,0.77,9,9,4,2,0,0,2,0,8,3
28/4/24,OVIEDO,TENERIFE,0,1,17,4,3,2,0.69,0.31,558,265,0.86,0.69,9,19,2,2,0,0,1,0,6,3
28/4/24,ALCORCON,ELDENSE,0,0,12,8,4,1,0.58,0.42,397,290,0.78,0.68,11,16,2,2,0,0,0,1,3,2
28/4/24,LEVANTE,CARTAGENA,0,1,14,8,3,3,0.61,0.39,583,384,0.87,0.79,9,9,1,2,0,0,3,5,3,2
28/4/24,VALLADOLID,HUESCA,1,0,12,7,4,0,0.49,0.51,358,389,0.77,0.79,19,6,4,3,0,0,0,2,5,3
28/4/24,ALBACETE,EIBAR,2,1,12,17,4,3,0.33,0.67,282,550,0.67,0.85,11,8,3,1,1,0,2,1,4,8
29/4/24,FERROL,MIRANDES,0,2,24,5,4,4,0.74,0.26,575,224,0.84,0.52,9,9,2,4,0,0,0,2,8,3
3/5/24,VILLARREALB,LEVANTE,0,3,18,12,3,5,0.45,0.55,411,505,0.79,0.85,11,15,1,1,0,0,2,1,9,4
4/5/24,MIRANDES,VALLADOLID,0,1,11,15,3,6,0.45,0.55,382,467,0.75,0.83,9,12,0,3,1,0,3,2,5,4
4/5/24,HUESCA,OVIEDO,0,2,15,19,3,6,0.52,0.48,414,400,0.85,0.86,11,8,1,1,0,0,1,3,8,5
4/5/24,SANTANDER,ELCHE,3,1,15,27,7,5,0.30,0.70,238,526,0.67,0.89,19,9,3,2,1,0,2,1,5,6
4/5/24,CARTAGENA,ALCORCON,1,0,11,10,4,1,0.45,0.55,330,379,0.73,0.76,10,19,1,3,0,0,1,2,0,7
5/5/24,EIBAR,AMOREBIETA,5,0,20,19,14,3,0.53,0.47,507,440,0.81,0.78,6,10,2,2,0,0,3,0,4,8
5/5/24,ESPANYOL,GIJON,0,0,14,4,2,0,0.53,0.47,334,324,0.79,0.77,20,11,4,4,0,0,5,3,8,3
5/5/24,ANDORRA,ALBACETE,0,1,14,4,2,2,0.66,0.34,545,288,0.87,0.74,17,11,5,3,1,0,1,2,6,3
5/5/24,ELDENSE,LEGANES,1,2,3,19,1,5,0.25,0.75,187,528,0.57,0.87,16,15,2,3,1,0,0,1,0,8
5/5/24,ZARAGOZA,BURGOS,1,3,22,5,6,4,0.56,0.44,466,404,0.79,0.75,12,9,1,1,0,0,0,0,2,1
5/5/24,TENERIFE,FERROL,2,0,16,10,7,2,0.52,0.48,438,408,0.82,0.84,15,9,0,2,0,0,3,3,5,2
10/5/24,BURGOS,ELDENSE,1,2,20,12,6,5,0.65,0.35,496,281,0.81,0.66,8,16,2,4,0,0,1,1,7,4
11/5/24,SANTANDER,MIRANDES,1,0,21,8,7,0,0.52,0.48,427,403,0.79,0.78,13,11,3,4,0,0,0,1,10,3
11/5/24,GIJON,ANDORRA,5,2,14,16,9,4,0.46,0.54,466,541,0.84,0.86,13,12,1,1,0,0,2,0,3,2
11/5/24,FERROL,ALCORCON,2,1,19,12,7,3,0.64,0.36,495,284,0.85,0.65,16,11,0,0,0,1,2,1,5,2
11/5/24,VALLADOLID,ESPANYOL,0,0,15,4,2,1,0.59,0.41,464,335,0.78,0.69,13,19,4,6,0,1,3,1,3,4
11/5/24,LEVANTE,EIBAR,2,2,18,9,5,2,0.51,0.49,477,454,0.82,0.8,9,15,3,1,0,1,3,3,6,5
12/5/24,AMOREBIETA,VILLARREALB,2,0,12,11,4,4,0.59,0.41,497,339,0.83,0.78,16,12,1,2,0,1,1,1,2,7
12/5/24,OVIEDO,ZARAGOZA,1,0,15,8,4,4,0.62,0.38,405,264,0.86,0.71,11,9,1,2,0,1,2,0,4,13
12/5/24,ALBACETE,LEGANES,1,0,9,15,2,3,0.39,0.61,354,515,0.79,0.88,8,13,1,3,0,0,2,0,3,7
12/5/24,CARTAGENA,TENERIFE,2,0,9,17,3,4,0.44,0.56,364,448,0.75,0.81,7,15,0,3,0,0,4,4,2,5
12/5/24,ELCHE,HUESCA,0,3,21,8,4,3,0.75,0.25,678,224,0.9,0.69,11,10,1,3,0,0,0,0,3,2
17/5/24,MIRANDES,ELCHE,1,1,6,21,4,4,0.29,0.71,246,611,0.62,0.86,11,13,4,2,0,0,1,2,5,7
18/5/24,ANDORRA,BURGOS,1,0,19,11,4,3,0.59,0.41,549,410,0.86,0.81,14,7,2,1,0,0,1,3,7,1
18/5/24,LEGANES,GIJON,2,1,13,11,5,4,0.29,0.71,233,558,0.74,0.86,13,7,4,5,1,0,3,1,4,7
18/5/24,HUESCA,SANTANDER,0,3,15,7,4,5,0.61,0.39,,,,,11,17,1,0,0,0,1,0,6,4
18/5/24,ELDENSE,LEVANTE,0,0,12,6,4,2,0.39,0.61,279,439,0.70,0.80,15,14,0,1,0,0,2,2,5,1
18/5/24,TENERIFE,AMOREBIETA,0,1,15,13,3,2,0.56,0.44,487,382,0.84,0.78,10,11,1,1,0,0,3,0,5,5
19/5/24,EIBAR,CARTAGENA,1,0,16,6,7,1,0.48,0.52,477,516,0.87,0.86,10,6,0,4,1,0,3,3,3,0
19/5/24,ALCORCON,VALLADOLID,1,1,16,16,9,5,0.39,0.61,268,409,0.7,0.85,14,11,2,3,0,0,2,0,4,6
19/5/24,ZARAGOZA,FERROL,2,2,20,10,5,4,0.48,0.52,335,357,0.7,0.78,10,11,1,4,0,0,4,2,9,9
20/5/24,VILLARREALB,ALBACETE,2,2,25,8,6,7,0.54,0.46,436,396,0.86,0.8,19,11,3,2,0,0,2,2,8,1
20/5/24,ESPANYOL,OVIEDO,2,1,10,9,2,4,0.43,0.57,299,393,0.78,0.83,13,15,2,1,0,0,0,4,2,7
26/5/24,GIJON,EIBAR,1,0,12,13,2,2,0.44,0.56,396,485,0.79,0.85,8,11,2,2,0,0,1,2,2,9
26/5/24,ALBACETE,MIRANDES,2,2,16,15,4,8,0.66,0.34,575,304,0.87,0.77,14,10,2,2,0,0,0,0,6,3
26/5/24,LEVANTE,ALCORCON,2,2,16,20,4,6,0.61,0.39,520,331,0.85,0.77,10,10,3,1,0,0,1,3,12,6
26/5/24,FERROL,LEGANES,2,2,8,5,2,3,0.69,0.31,639,295,0.87,0.69,14,14,0,2,0,0,3,1,1,2
26/5/24,CARTAGENA,HUESCA,0,2,9,7,0,3,0.68,0.32,578,270,0.86,0.68,9,11,0,4,0,0,3,2,4,3
26/5/24,VALLADOLID,VILLARREALB,3,2,14,12,4,4,0.54,0.46,411,359,0.82,0.78,17,13,4,3,1,0,5,1,3,3
26/5/24,ELCHE,ELDENSE,1,2,16,9,4,3,0.69,0.31,529,237,0.84,0.67,13,18,1,3,0,0,6,0,5,2
26/5/24,AMOREBIETA,ESPANYOL,0,0,10,11,3,3,0.35,0.65,282,522,0.68,0.86,11,14,1,0,0,0,6,4,3,2
26/5/24,OVIEDO,ANDORRA,3,0,12,14,4,1,0.4,0.6,318,489,0.81,0.88,15,14,2,2,0,0,0,0,6,7
26/5/24,SANTANDER,ZARAGOZA,0,2,15,12,6,5,0.70,0.30,,,,,16,18,5,6,0,0,3,2,9,4
26/5/24,BURGOS,TENERIFE,1,1,13,9,5,3,0.66,0.34,525,285,0.86,0.69,9,29,3,3,0,0,0,0,4,3
2/6/24,HUESCA,LEVANTE,0,0,14,13,3,4,0.39,0.61,347,547,0.8,0.85,10,7,1,0,0,0,1,2,3,6
2/6/24,ALCORCON,BURGOS,1,1,12,20,5,9,0.41,0.59,398,588,0.80,0.87,11,3,0,0,0,0,3,0,2,5
2/6/24,ANDORRA,FERROL,1,0,10,10,3,2,0.60,0.40,495,329,0.84,0.76,13,9,4,1,0,0,2,0,3,6
2/6/24,TENERIFE,VALLADOLID,2,1,14,13,5,3,0.52,0.48,431,403,0.83,0.82,13,7,2,1,0,0,4,3,4,7
2/6/24,EIBAR,OVIEDO,4,3,20,22,11,5,0.48,0.52,467,490,0.8,0.81,8,9,2,2,0,0,2,3,7,5
2/6/24,LEGANES,ELCHE,2,0,7,9,5,1,0.32,0.68,316,653,0.77,0.89,8,17,1,4,0,0,1,1,2,3
2/6/24,MIRANDES,AMOREBIETA,1,0,10,11,3,2,0.41,0.59,342,478,0.74,0.78,11,16,4,2,0,0,5,1,4,0
2/6/24,ESPANYOL,CARTAGENA,3,0,14,8,6,1,0.58,0.42,463,352,0.81,0.75,10,12,1,0,0,0,3,3,8,3
2/6/24,ELDENSE,GIJON,0,1,11,9,3,5,0.46,0.54,387,461,0.79,0.80,16,11,2,1,0,0,0,4,3,3
2/6/24,VILLARREALB,SANTANDER,1,0,22,10,5,2,0.61,0.39,512,334,0.88,0.79,18,14,5,2,0,0,3,4,3,4
2/6/24,ZARAGOZA,ALBACETE,1,1,12,6,3,2,0.44,0.56,381,496,0.77,0.81,15,12,1,2,0,0,1,2,4,6
8/6/24,OVIEDO,EIBAR,0,0,8,6,2,2,0.53,0.47,462,424,0.85,0.83,20,13,3,1,0,0,2,0,5,1
9/6/24,GIJON,ESPANYOL,0,1,9,16,3,5,0.45,0.55,386,455,0.8,0.84,8,15,3,5,0,1,3,1,0,5
12/6/24,EIBAR,OVIEDO,0,2,8,11,4,3,0.57,0.43,497,392,0.84,0.78,19,13,3,2,0,0,1,1,5,1
13/6/24,ESPANYOL,GIJON,0,0,19,14,6,3,0.47,0.53,392,420,0.75,0.79,13,16,0,3,1,0,2,2,1,7
16/6/24,OVIEDO,ESPANYOL,1,0,9,4,4,0,0.52,0.48,359,336,0.81,0.79,14,17,1,2,0,0,1,1,1,4
23/6/24,ESPANYOL,OVIEDO,2,0,11,9,2,2,0.46,0.54,329,375,0.75,0.79,21,16,3,3,0,0,0,1,7,5
